Key,Value
1295,"Эфирность[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Делает цель эфирной, способной ходить сквозь стены[/center]
Шанс успешного вызова равен %bch, плюс %ach на[/center]
%clc уровней заклинателя. Заклинатель будет[/center]
эфирным на протяжении %bdr раундов, плюс %adr раундов на[/center]
%cld уровней заклинателя.""[/center]
[/end]"""
1296,"Обнаружение магии [/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Заклинатель получает способность обнаруживать все проявления магии[/center]
в конусе 30' от заклинателя. Шанс успешного вызова равен %bch,[/center]
плюс %ach дхдсш %cld уровней заклинателя. Заклятие прекращает свое[/center]
действие через %bdr раундов, плюс %adr раундов[/center]
на %cld уровней заклинателя.""[/center]
[/end]"""
1297,"Обнаружение врага[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Заклинатель способен обнаруживать враждебное присутствие[/center]
в конусе 30' от заклинателя. Шанс успешного вызова равен %bch,[/center]
плюс %ach дхдсш %cld уровней заклинателя. Заклятие[/center]
будет активным в течение %bdr раундов, плюс %adr раундов[/center]
на %cld уровней заклинателя.""[/center]
[/end]"""
1298,"Обнаружение кладов[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Заклинатель способен обнаруживать клады в конусе 30' от заклинателя[/center]
Шанс успешного вызова равен %bch,[/center]
плюс %ach дхдсш %cld уровней заклинателя. Заклятие прекращает[/center]
действовать через %bdr раундов, плюс %adr раундов[/center]
на %cld уровней заклинателя.""[/center]
[/end]"""
1299,"Идентификация[/center]
Длительность: Н/Д + Н/Д на Н/Д уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Идентифицирует цель, на которую направлено заклятие. Шанс[/center]
успешного срабатывания равен %bch, плюс %ach на %clc уровней[/center]
заклинателя.""[/center]
[/end]"""
1300,"Взгляд волшебника[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Позволяет зрению заклинателя быть независимым от его тела.[/center]
Шанс успешного срабатывания равен %bch, плюс[/center]
%ach на %clc уровней заклинателя. Заклятие проходит[/center]
по окончании %bdr раундов, плюс %adr раундов еос[/center]
дхдсш %cld уровней заклинателя.""[/center]
[/end]"""
1301,"Темнота[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Тьма вокруг заклинателя. Проходит[/center]
через %bdr раундов, плюс %adr раундов на[/center]
%cld уровней заклинателя.""[/center]
[/end]"""
1302,"Телепортация[/center]
Длительность: Н/Д + Н/Д на Н/Д уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Телепортирует заклинателя в выбранное место.[/center]
Заклинатель должен для начала вызвать это[/center]
заклятие для инициирования точку возврата,[/center]
после этого повторный вызов вернет заклинателя в[/center]
эту точку. Каждый вызов позволяет заклинателю[/center]
сменить точку возврата. Шанс успешного вызова[/center]
равен %bch, плюс %ach на %cld уровней заклинателя.""[/center]
[/end]"""
1303,"Ловушка для души[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""После своей смерти, душа жертвы будет поймана[/center]
в ловушку заклинателя, способную принять ее.[/center]
Тело жертвы должно быть умерщвлено в течение %bdr раундов,[/center]
плюс %adr раундов на %cld уровней[/center]
заклинателя после зачарования.[/center]
Шанс успешной ловли души равен %bch, плюс[/center]
%ach дхдсш %cld уровней заклинателя""[/center]
[/end]"""
1304,"Телекинез[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Телекинез позволяет заклинателю двигать объекты[/center]
усилием воли на расстоянии. Максимальный вес перемещаемого[/center]
объекта равен %1bm - %2bm кг плюс %1am - %2am[/center]
кг на %clm уровней заклинателя.""[/center]
[/end]"""
1305,"Понимание языков[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: %bch + %ach на %clc уровней[/center]
Величина: Н/Д + Н/Д на Н/Д уровней[/center]
""Заклинатель понимает написанное или произнесенное на[/center]
другом языке настолько долго, насколько долго длится[/center]
заклятие. Длительность заклятия составляет %bdr раундов,[/center]
плюс %adr раундов на %cld уровней заклинателя.""[/center]
[/end]"""
1306,"Усилить огонь[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель может усилить свет обычного огня.[/center]
Свет может быть увеличен на величину от от %1bm до %2bm свечей[/center]
плюс %1am до %2am свечей на %clm уровней заклинателя[/center]
Заклятие действует %bdr раундов, плюс %adr раундов[/center]
на %cld уровней заклинателя.""[/center]
[/end]"""
1307,"Ослабить Огонь[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель может ослабить свет обычного огня.[/center]
Свет может быть ослаблен на величину от от %1bm до %2bm свечей[/center]
плюс %1am до %2am свечей на %clm уровней заклинателя[/center]
Заклятие действует %bdr раундов, плюс %adr раундов[/center]
на %cld уровней заклинателя.""[/center]
[/end]"""
1308,"Каменная стена[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель создает каменную стену площадью от %1bm до %2bm кв.м.[/center]
плюс от %1am до %2am кв.м. на %clm уровней заклинателя.[/center]
Стена стоит %bdr раундов плюс %adr дополнительных раундов на %cld[/center]
уровней заклинателя.""[/center]
[/end]"""
1309,"Стена огня[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель создает огненную стену площадью от %1bm до %2bm кв.м.[/center]
плюс от %1am до %2am кв.м. на %clm уровней заклинателя. Стена стоит %bdr[/center]
раундов плюс %adr дополнительных раундов на %cld[/center]
уровней заклинателя.""[/center]
[/end]"""
1310,"Стена мороза[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель создает ледяную стену площадью от %1bm до %2bm кв.м.[/center]
плюс от %1am до %2am кв.м. на %clm уровней заклинателя. Стена стоит %bdr[/center]
раундов плюс %adr дополнительных раундов на %cld[/center]
уровней заклинателя.""[/center]
[/end]"""
1311,"Стена яда[/center]
Длительность: %bdr + %adr на %cld уровней[/center]
Шанс: Н/Д + Н/Д на Н/Д уровней[/center]
Величина: %1bm - %2bm + %1am - %2am[/center]
на %clm уровней[/center]
""Заклинатель создает стену ядовитого газа площадью от %1bm до %2bm кв.м.[/center]
плюс от %1am до %2am кв.м. на %clm уровней заклинателя. Стена стоит %bdr[/center]
раундов плюс %adr дополнительных раундов на %cld[/center]
уровней заклинателя.""[/center]
[/end]"""
1350,"Вы уже выбрали одно из[/center]
преимуществ или недостатков,[/center]
которое несовместимо с другим.[/center]
[/end]"
1360,"Альтерация (Изменение) относится к школе[/center]
изменения - одному из шести основных[/center]
направлений магических  знаний.[/center]
Эта школа имеет дело со способностью[/center]
магически изменить, часто коренным образом,[/center]
структуру и состав  какого-либо предмета.[/center]
Уменьшение и Щит - два классических[/center]
заклинания школы измененния.[/center]
[/end]"
1361,"Стрельба из лука - умение, управляющее[/center]
способностью ударять цель и наносить вред,[/center]
используя лук и стрелы.[/center]
[/end]"
1362,"Владение топором - умение, растущее тогда, когда[/center]
кто-либо применяет секиру или боевой топор на мишени.[/center]
[/end]"
1363,"Бэкстаббинг - умение, растущее, если[/center]
жертва получает удар в спину. Для персоны,[/center]
профилируюшейся на этом умении, лучше всего[/center]
наносить жертве удар сзади. Кроме того при[/center]
отлично проведенном ударе можно нанести[/center]
намного больше повреждений.[/center]
[/end]"
1364,"Тупое оружие - умение, растущее при ударе[/center]
противника тяжелым, тупым оружием, таким[/center]
как булава или посох. Знаток тупого оружия[/center]
имеет великолепные шансы попасть в цель и[/center]
наносить дополнительные повреждения при каждом ударе.[/center]
[/end]"
1365,"Кентаврийский язык - умение, используемое при[/center]
попытках поговорить с кентаврами.[/center]
[/end]"
1366,"Скалолазание - умение, срабатывающее при[/center]
попытках карабкаться по стене или уступу.[/center]
Проверяется постоянно, пока использующий[/center]
умение находится в подвешенном состоянии.[/center]
[/end]"
1367,"Критическое поражение - умение, проверяемое в[/center]
случае успешного попадания по цели. Жертва,[/center]
получившая полновесный критический удар[/center]
переносит тяжкие, часто смертельные,[/center]
дополнительные повреждения.[/center]
[/end]"
1368,"Язык даэдра - умение, используемое при попытках[/center]
заговорить с даэдрой, например с огненной даэдра[/center]
или лордом даэдра.[/center]
[/end]"
1369,"Разрушение относится к школе разрушения - одному из[/center]
шести магистральных направлений магических знаний.[/center]
Школа занимается исключительно разрушительными[/center]
возможностями магии, что видно на примере[/center]
заклинаний, подобных Огненному Шару или[/center]
Кислотному Полю.[/center]
[/end]"
1370,"Маскировка - умение, проверяемое при попытке[/center]
проникнуть в среду с враждебным окружением[/center]
или спрятать предмет от чужих глаз.[/center]
[/end]"
1371,"Увертывание - умение, проверямое в случае получения[/center]
повреждений от вражеского оружия или заклинания.[/center]
[/end]"
1372,"Язык драконов - языковой скилл, проверяющийся[/center]
при попытке заговорить с драконом.[/center]
[/end]"
1373,"Эльфийский язык - умение проверяется при попытке[/center]
заговорить с представителем расы Диких Эльфов[/center]
[/end]"
1374,"Этикет - умение, проверяемое при[/center]
попытке быть вежливым, почтительным,[/center]
и добавляет шарма при общении.[/center]
[/end]"
1375,"Язык фэйри - умение, проверяемое при[/center]
попытках заговорить с фэйри.[/center]
[/end]"
1376,"Язык гигантов - умение, проверяемое при[/center]
попытке заговорить с великаном.[/center]
[/end]"
1377,"Рукопашный бой - умение, проверямое при[/center]
попытках ударить цель рукой или ногой.[/center]
[/end]"
1378,"Язык гарпий - умение, проверямое при[/center]
попытке заговорить с гарпией.[/center]
[/end]"
1379,"Иллюзия относится к школе иллюзии - одному из[/center]
шести основных направлений магических знаний.[/center]
Эта школа работает с магическим аспектом[/center]
способности маскироваться, осветить или[/center]
затенять без изменения структуры объекта.[/center]
Невидимость или Свет - два из числа базовых[/center]
заклинаний этой школы.[/center]
[/end]"
1380,"Бесовский язык - умение проверямое при[/center]
попытках общаться с бесами.[/center]
[/end]"
1381,"Прыгучесть - умение, проверяемое при[/center]
прыжках в длину и высоту.[/center]
[/end]"
1382,"Взлом - умение, проверяемое при[/center]
попытке взлома замка двери или сундука.[/center]
[/end]"
1383,"Владение длинными клинками - умение, проверяемое при[/center]
попытках нанести цели удар длиннолезвийным,[/center]
режущим оружием, таким как клеймор или катана.[/center]
[/end]"
1384,"Медицинский навык автоматически проверяется при[/center]
отдыхе, позволяя обнаруживать незначительные[/center]
переломы или болезни.[/center]
[/end]"
1385,"Меркантильность - умение, проверяемое при[/center]
попытках продать торговцу или купить у него вещь[/center]
по максимально возможной лучшей цене.[/center]
[/end]"
1386,"Мистицизм относится к школа мистицизма - одному[/center]
из шести главных направлений магических знаний.[/center]
Эта школа экспериментирует с наиболее тайными[/center]
аспектами магии и старается преобразовать эти[/center]
""случайности"" в некий полезный, хотя и эклектичный[/center]
ряд заклинаний. Поскольку силы, с которыми имеют[/center]
дело маги школы, опасны и непознаны, эффекты от[/center]
заклинаний весьма узкоспециальны. Это такие[/center]
заклинания, Мертвая Тишина и Ловушка Для Душ и многие[/center]
другие.[/center]
[/end]"""
1387,"Язык нимф - умение, проверяемое при[/center]
попытках общаться с нимфами.[/center]
[/end]"
1388,"Карманничество - умение, проверяемое при[/center]
попытках стянуть что-либо из карманов жертвы[/center]
или обчистить полки шкафов без боязни[/center]
быть обнаруженным.[/center]
[/end]"
1389,"Восстановление относится к школе[/center]
восстановления - одному из шести основных[/center]
направлений в магической науке. Ее[/center]
последователи посвящают себя изучению[/center]
целебных и снимающих боль сил магии, что[/center]
проявляется в таких заклинаниях, как[/center]
Исцеление От Яда и Кровь Тролля.[/center]
[/end]"
1390,"Бег - умение, проверяемое при начале бега[/center]
с целью установления возможной скорости.[/center]
[/end]"
1391,"Владение короткими клинками - умение, проверяемое при[/center]
попытках ударить цель коротколезвийным колющим[/center]
оружием, таким как кинжал или танто, с целью[/center]
проверить правильность прицеливания и возможность[/center]
нанесения повреждений.[/center]
[/end]"
1392,"Язык спригганов - умение, проверяемое при[/center]
попытке заговорить со спригганами.[/center]
[/end]"
1393,"Скрытность - умение, позволяющее избежать[/center]
внимания враждебного существа.[/center]
Автоматически проверяется при каждой новой[/center]
встрече.[/center]
[/end]"
1394,"Фамильярность - умение, проверяемое при[/center]
попытках быть грубым, не в меру разговорчивым[/center]
или проявлении фамильярности в общении.[/center]
[/end]"
1395,"Плавание - умение, проверяемое при[/center]
вхождении в воду, чтобы увидеть, насколько[/center]
быстро можно плыть, насколько быстро[/center]
наступит усталость при плавании,[/center]
и как долго можно держаться на поверхности.[/center]
[/end]"
1396,"Тауматургия (Волшебство) относится к школе[/center]
волшебства - одна из основных областей[/center]
магии. Эта школа сосредототена на изучении[/center]
свойств и применении известных сил или[/center]
объектов в соответствии с законами природы.[/center]
Что явно просматривается в заклинаниях,[/center]
подобных Левитации или Направлении. Ни одно[/center]
тауматургическое заклинание не может надолго[/center]
изменить внешний вид или структуру[/center]
какой-нибудь силы или предмета.[/center]
[/end]"
1400,"Вам наверное будет интересно узнать, что %fx1 и %fx2 стали союзниками.[/record]
Я только что узнал, что %fx1 и %fx2 заключили сделку. Интересно, не правда ли?[/record]
Не говори никому в округе, что %fx1 и %fx2 работают вместе.[/end]"
1401,"Любой знает, что у %fx2 обида на  %fx1, но теперь они действительно объявили вражду друг другу.[/record]
%fx1 попал в тупиковое положение в одном деле. Теперь он пытается убрать %fx2.[/record]
%fx1 и %fx2 ненавидят друг друга. Не удивлюсь, если кто-нибудь из них скоро умрет.[/end]"
1402,"%fl1 оскорбил в своем послании %fl2. Теперь %fx2 хочет убрать %fx1.[/record]
До происшествия во дворце %fx1 и %fx2 были близкими союзниками.[/record]
До сих пор %fx1 и %fx2 действовали вместе. Но недавно они разорвали свой альянс.[/end]"
1403,"До меня доходили слухи, что %fx1 и %fx2 имели некоторые разногласия.[/record]
%fx1 пришлось заплатить большую сумму отступных для %fx2. Надеюсь это остановит раздоры между ними.[/record]
Мне никогда не было понятно, почему враждовали %fx1 и %fx2. Но теперь этому пришел конец.[/end]"
1404,"%fx2 как раз такой союзник, которого примет народ провинции %reg.[/record]
Мне не нравится %fx2, но лучшего союзника провинции %reg не найти.[/record]
Вы слыхали? Провинция %reg и %fx2 заключила союзническое соглашение.[/end]"
1405,"Мне известно, что %fx2 действительно разорвал все отношения с провинцией %reg.[/record]
Уверен, ты слышал что провинция %reg и %fx2 разорвали свои отношения.[/record]
%fx2 теперь заклятый враг провинции %reg. Советую больше не иметь дел с ним.[/end]"
1406,"%ol1 %olf. %fx1 стал %lt1.[/record]
Мне очень нравится %ol1. Но теперь %fl1 в ответе за %fx1.[/record]
Весь город об этом говорит. %ol1 %olf. Поверишь что %fl1 набивает карманы?[/end]"
1407,"Это ужасно. %fx1 и %fx2 в состоянии войны![/record]
Я знал, что между %fx1 и %fx2 были тяжелые отношения, но никогда не предполагал что они объявят войну друг другу.[/record]
%fx1 воюет с %fx2! Не правда ли это великолепно![/end]"
1408,"%fx1 практически уничтожил армию, принадлежающую %fx2. %fx1 выиграл войну![/record]
%fx2 проиграл. %fx2 безоговорочно капитулировал. Война окончена.[/record]
Армия %fx1 с ходу вошла в столицу. %fx2 потерпел поражение.[/end]"
1409,"%fx1 и %fx2 подписали мирный договор. Война порушила экономику обоих.[/record]
%fx1 выиграл войну, но истратил при этом все деньги. Ему пришлось заключить временное перемирие с  %fx2.[/record]
Война закончена! %fx1 и %fx2 прекратили сражение. Почему, я не знаю.[/end]"
1410,"Замыкай свои двери на ночь. Никто не застрахован от преступников. Они берут все что хотят.[/record]
Они убили %n посреди белого дня, а стража ничего не предприняла. Куда катится этот мир...[/end]"
1411,"Мы готовимся к празднику %hol. Скоро он наступит.[/record]
А готов ли ты к празднику %hol? Не жди так долго.[/record]
Праздник %hol уже на носу. Жду не дождусь, когда же он наступит.[/end]"
1412,"Известно ли тебе, что Мастер Гильдии Воров арестован? Надеюсь его повесят.[/record]
Мастер воровской гильдии в тюрьме. Я уверен, что утром он уже сбежит оттуда.[/record]
Нет такой тюрьмы, которая надолго задержала бы мастера гильдии воров. Вот почему с судебным процессом задерживаться не будут.[/end]"
1413,"Возможно ли это? Мастер гильдии воров на свободе! Вот старый лис![/record]
Он бежал! Мастер воровской гильдии бежал из тюрьмы.[/record]
Мастер воровской гильдии сбежал. Все знали, что эти тонкие прутья не задержат его.[/end]"
1414,"Обезглавлен. Мастер гильдии воров обезглавлен. Хорошая новость.[/record]
Мастера воровской гильдии казнили. Мне говорили, что похоронили его в безымянной могиле.[/record]
Эта бедная сволочь наконец-то казнена. Кто? Конечно же мастер гильдии воров.[/end]"
1415,"Прошел слух, что некий полоумный маг баламутит округу.[/record]
Какой-то сумасшедший волшебник перекрасил дворец в розовый цвет. Понадобилось две недели, чтобы очистить его.[/record]
Откуда-то приперся чокнутый волшебник. Если мы не будем ему повиноваться, он превратит наши головы в репы.[/end]"
1416,"Этот старый маг совсем ополоумел. Хорошо, что его наконец-то убили.[/record]
Он был психом. Очень опасно иметь дело с сумасшедшим магом, поэтому его убили.[/record]
Наш город торжествует. Безумный волшебник мертв![/end]"
1417,"Продукты здесь очень дорогие. Я с трудом могу себе позволить купить что-то еще кроме хлеба.[/record]
Эти торгаши конкретные свиньи. Выставляют свои цена высоко, а потом злятся что никто ничего не покупает.[/record]
Деньги на деревьях не растут. Мне пришлось продать свои безделушки, чтобы купить еды! Эти цены просто возмутительны.[/end]"
1418,"Идет война конкурентов. Покупай все что можешь, пока дешево.[/record]
Все началось с того, что чокнутый %n снизил свои цены в два раза. Теперь все остальные купцы вынуждены были сбросить цены тоже, чтобы не разориться.[/record]
Я иду покупать новые шмотки. Цены на все такие низкие, что мне хочется затариться по самое не хочу, пока они не подпрыгнули снова.[/end]"
1450,"Мне говорили, что в провинции %reg есть ведьмы. Где-то среди холмов или в глубине лесов.[/record]
Опять неприятности от этих ведьм. Эти суки с холмов должны следить за тем, что делают или будут сожжены.[/record]
То что, магическая гильдия рассказывает про ведьм - неправда. Эти старые перечницы в лесу абсолютно безвредны.[/record]
Кажется ведьмы могуыт вызывать лордов даэдр. Провинция %reg была бы лучше без этих ведьм.[/end]"
1451,"Смерть пришла к %n прошлой ночью. В теле не осталось ни одной капли крови![/record]
Найдено тело %n, с двумя колотыми ранками на шее. Само тело было полностью обескровлено.[/record]
Вампиры не такие уж и тупые создания. Их кланы секретно встречаются и строят планы по установлению контроля над всем человечеством![/record]
Грязные кровососы посещали это место. Вампиры конечно же. Я имею в виду вампирские кланы.[/end]"
1452,"%n, ученик мага рассказывал мне, что есть могущественные существа, называемые даэдрами, которые живут в месте под названием Обливион. Они могут одарить человека могущественными предметами, которые называются артефактами. Но сдается мне, что все это сказки.[/record]
Относись хорошо к своим коллегам или даэдра заберет тебя в Обливион.[/record]
Даэдр действительно можно вызывать. Мне рассказывали, что ведьмы и гильдия магов занимаются этим все время.[/record]
Безопаснее всего даэдр вызывать в храмах. Жрецы могут заставить их раскрыть секретные места с могущественными артефактами.[/end]"
1453,"Есть слух, что кто-то имеет ключ к местонахождению Щита Ауриэля. По идее этот щит может подарить тебе нуязвимость против огня и магии.[/record]
Какой-то пьяный рыцарь распространялся, что он потерял Колдовское Кольцо. Врет наверное, потому что если бы он действительно владел им, то был бы он королем, а не пьяницей.[/record]
Я слышал, как один лучник рассказывал, что Лук Ауриэля был найден и снова утерян. Истории рассказывают, что одной стрелой, выпущенной из этого лука можно убить любое существо.[/record]
Есть история, рассказывающая про сумасшедшего волшебника, владевшего Кольцом Некромантов. На самом деле этот артефакт всего лишь миф.[/record]
Мой брат знавал одного человека, чья сестра спала с человеком, видевшим Кризамер - меч героев.[/record]
Один нищий - сущий псих - пытался мне доказать, что Кольчуга Властелина - это не легенда, а реальность. Я убил его, защищая свою жизнь.[/record]
Гильдия магов казнила старого мага %n за разглашение местонахождения Посоха Магнуса. Бедный маг, как же он заблуждался.[/record]
Говорят, что лорды даэдра владеют некоторыми древними артефактами. Дают они их только верным слугам.[/record]
До меня доходили слухи, что ведьмы могут помочь искателю найти потерянный артефакт или источник древней силы.[/end]"
1454,"Тебе необходимо знать, что у воров есть своя секретная гильдия, управляемая таинственным Мастером.[/record]
Воровская гильдия - это не легенда, она существует на самом деле. Я не могу тебе сказать, откуда мне это известно, иначе они меня убьют.[/record]
Хотя многие это и отрицают, но все воры в провинции %reg входят в секретную воровскую гильдию. Любой вор, отвергающий ее предложение, живет недолго.[/end]"
1455,"Хочешь кому то отомстить, обращайся к Темному Братству. Это профессиональные ассассины.[/record]
Есть слухи, что есть гильдия ассассинов, которые называют себя Темным Братством. Они берут к себе любого, обагрившего свои руки в чужой крови.[/record]
Филиал Темного Братства в провинции %reg довольно таки могущественный. Эта ассассинская гильдия наказывает любого чужака, берущегося убивать за деньги.[/end]"
1456,"%lt1 занялись делом.[/record]
Было обещано, что меньше чем через год, все улицы будут вымощены булыжниками.[/record]
%n сказал, что группы длиннобородых предсказателей предсказывают холодную зиму.[/record]
Полагаю, новый налог будет объявлен позднее.[/record]
Не выходи на улицу ночью. %n видел, как по улицам рыщут призраки.[/record]
Скоро в провинции %reg будет имперское представительство.[/record]
Провинция острова Сомерсет - это слабое звено в цепочке, удерживаемой Империей. Уздн %reg.[/end]"
1457,"Хммм. Ничего не приходит в голову.[/record]
Ничего не знаю об этом.[/record]
Я стараюсь не распространять слухи.[/record]
Мне нечего больше сказать...[/end]"
1475,"Правитель %nrn объявил, что все ведьмы[/center]
[/left]
будут сожжены на костре.[/center]
[/record]
Уличенные в ведьмовстве будут наказаны[/center]
сожжением на костре. -- %nrn[/center]
[/record]
Любая ведьма должна быть сожжена живьем[/center]
на костре по приказу правителя %nrn.[/center]
[/end]"
1476,"Правитель %nrn объявил, что %ptm[/center]
виновна в измене и ереси.[/center]
[/record]
Любой член из %ptm немедленно будет[/center]
заключаться в тюрьму. -- %nrn[/center]
[/record]
%ptm признана вне закона провинцией[/center]
%reg или правителем %nrn.[/center]
Все ее имущество подлежит конфискации[/center]
[/end]"
1477,"До тех пор, пока в провинции %reg зверствует голод,[/center]
все торговцы съестными припасами обязаны[/center]
докладываться капитану привратной стражи.[/center]
[/record]
Одна десятая доля всех съестных припасов,[/center]
привозимых в этот город должна быть[/center]
отдана %t, чтобы %g3 величество не умерло[/center]
от голода.[/center]
[/record]
%reg страдает от голода. Укрывательство[/center]
съестного будет наказываться поркой. -- %nrn[/end]"
1478,"Все тела жертв чумы должны быть вынесены[/center]
на улицу для последующего их сожжения.[/center]
-- %nrn[/record]
Берегитесь, гости! В нашем бедном городе[/center]
бушует эпидемия чумы.[/center]
[/record]
По приказу правителя %nrn, лица без признаков заражения[/center]
могут беспрепятственно входить и выходить из города.[/center]
[/end]"
1479,"%fx1 и %fx2 в состоянии войны. Любой[/center]
чужак из вражеского стана, обнаруженный[/center]
здесь, будет уничтожен.[/center]
-- %nrn[/center]
[/record]
Между %fx1 и %fx2 идет война.[/center]
Все призжие могут подвергаться осмотру.[/center]
[/record]
По приказу правителя %nrn, пока идет[/center]
война между %fx1 и %fx2,[/center]
действует закон военного времени.[/center]
[/end]"
1480,"Благородный правитель, %ol1 %olf.[/center]
Да здравствует %lt1 %fl1, новый правитель провинции %reg.[/center]
[/record]
На трон возвели нового правителя. Теперь это %lt1 %fl1.[/center]
Долгой жизни правителю провинции %reg.[/center]
[/record]
%lt1 %fl1 --- новый правитель провинции %reg.[/center]
[/end]"
1481,"%fx2 официально объединился %fx1.[/center]
[/record]
%fx1 и %fx2 подписали соглашение.[/center]
[/record]
У %fx1 официальные отношения с %fx2.[/center]
[/end]"
1482,"Любая личность из %fx2 будет преследоваться[/center]
по всей строгости закона. -- %nrn[/center]
[/record]
Людей из %fx2 следует[/center]
обходить стороной. -- %nrn[/center]
[/record]
За преступления против провинции %reg объявлено,[/center]
что %fx2 заклятый враг правителя %nrn.[/center]
[/end]"
1483,"По приказу %nrn, все налоги[/center]
должны быть вылачены до конца месяца.[/center]
[/record]
Все оружие должно быть зачехлено.[/record]
Запрещено использование магии в городе.[/center]
[/record]
Все купцы, перевозящие эль[/center]
обязаны доложиться капитану привратной стражи.[/center]
[/record]
%n - враг провинции %reg.[/center]
Любая информация об этом преступнике[/center]
должна быть доведена до стражи.[/center]
[/end]"
1500,"Паралич[/center]
Парализует выбранную мишень.[/center]
Длительность: Сколько раундов будет длиться паралич.[/center]
Шанс парализации жертвы. Величина: Н/Д[/center]
[/end]"
1501,"Паралич[/center]
Парализует выбранную мишень.[/center]
Длительность: Сколько раундов будет длиться паралич.[/center]
Шанс парализации жертвы. Величина: Н/Д[/center]
[/end]"
1502,"Паралич[/center]
Парализует выбранную мишень.[/center]
Длительность: Сколько раундов будет длиться паралич.[/center]
Шанс парализации жертвы. Величина: Н/Д[/center]
[/end]"
1503,"Непрерывные Повреждения -- Здоровье[/center]
Наносит вред здоровью жертвы.[/center]
Длительность: Как долго жертве будет больно.[/center]
Шанс: Н/Д[/center]
Величина: Количество повреждений за раунд.[/center]
[/end]"
